Unnamed: 0,animal_id,animal_name,experiment_id,sex,gene,age,plane_of_section,treatment,probe_orientation,sleep_state,pixel_size
8402,70073437,05-2089,70743895,Male,Uap1,P56,coronal,ISH,2,Nothing,1.049
8424,77537635,321-0205,77790657,Female,Ncoa1,P56,coronal,ISH,2,Nothing,1.049
8426,702672,2192,976,Male,Slc5a3,P56,coronal,ISH,2,Nothing,1.63
8427,74865107,06-0318,75042263,Male,Nek2,P56,coronal,ISH,2,Nothing,1.049
8429,74641363,06-0238,74881265,Male,Atp6v1c2,P56,coronal,ISH,2,Nothing,1.049
8438,702815,2376,1840,Male,Slc2a3,P56,coronal,ISH,2,Nothing,1.63
8453,74878317,06-0332,75080279,Male,Pde4d,P56,coronal,ISH,2,Nothing,1.049
8458,71250828,05-2993,72283792,Male,Hrh1,P56,coronal,ISH,2,Nothing,1.049
8463,74703411,06-0267,74882938,Male,Slitrk4,P56,coronal,ISH,2,Nothing,1.049
8496,77466884,321-0245,78591304,Male,Zeb2,P56,coronal,ISH,2,Nothing,1.049
8499,77281686,07-0024,77371841,Male,Cnp,P56,coronal,ISH,2,Nothing,1.049
8505,71203524,05-2944,72080133,Male,Myo1b,P56,coronal,ISH,2,Nothing,1.049
8507,702691,2220,698,Male,Neurod6,P56,coronal,ISH,2,Nothing,1.63
8508,702501,1920,754,Male,Tenm4,P56,coronal,ISH,2,Nothing,1.63
8509,702787,2339,1059,Male,Tiam1,P56,coronal,ISH,2,Nothing,1.63
8510,702584,2049,1514,Male,Ndel1,P56,coronal,ISH,2,Nothing,1.63
8512,702468,1865,2470,Male,Pcsk1,P56,coronal,ISH,2,Nothing,1.63
8513,702522,1945,2478,Male,Pgrmc1,P56,coronal,ISH,2,Nothing,1.63
8514,702851,2415,2483,Male,Pkig,P56,coronal,ISH,2,Nothing,1.63
8515,67501019,04-0827,67936211,Male,Rpgr,P56,coronal,ISH,2,Nothing,1.049
8516,702689,2218,795,Male,Pfkl,P56,coronal,ISH,2,Nothing,1.63
8518,71456240,05-3167,73636035,Male,Scrt1,P56,coronal,ISH,2,Nothing,1.049
8519,72134960,05-3385,73997149,Male,Pkp2,P56,coronal,ISH,2,Nothing,1.049
8520,73634007,05-3717,74581428,Male,Mrc1,P56,coronal,ISH,2,Nothing,1.049
8521,74878487,06-0337,75081393,Male,Col6a3,P56,coronal,ISH,2,Nothing,1.049
8522,79355511,335-1130,79588290,Male,Fgfr1,P56,coronal,ISH,2,Nothing,1.049
8523,77385563,321-0088,79737437,Male,Inpp4b,P56,coronal,ISH,2,Nothing,1.049
8559,77551292,321-0187,77852483,Female,Eif2s3x,P56,coronal,ISH,2,Nothing,1.049
8572,74657126,06-0250,74881549,Male,Atp2a2,P56,coronal,ISH,2,Nothing,1.049
8573,72010425,05-3365,73992919,Male,Smug1,P56,coronal,ISH,2,Nothing,1.049
8577,71061887,05-2814,71836832,Male,Lppr2,P56,coronal,ISH,2,Nothing,1.049
8586,71525732,05-3208,73771236,Male,Necab3,P56,coronal,ISH,1,Nothing,1.049
8610,71101540,05-2865,71924225,Male,Sash1,P56,coronal,ISH,2,Nothing,1.049
8619,70309827,05-2289,71015818,Male,Trib1,P56,coronal,ISH,2,Nothing,1.049
8636,71444918,05-3125,73592529,Male,Cdh10,P56,coronal,ISH,2,Nothing,1.049
8639,71414707,05-3112,73521808,Male,Stard8,P56,coronal,ISH,2,Nothing,1.049
8655,74878479,06-0333,75084112,Male,Ppp3r2,P56,coronal,ISH,2,Nothing,1.049
8661,74481163,06-0170,74749944,Male,Prss39,P56,coronal,ISH,2,Nothing,1.049
8667,70091596,05-2099,70743908,Male,Ccsap,P56,coronal,ISH,2,Nothing,1.049
8702,79355491,335-1125,79567505,Male,Mef2c,P56,coronal,ISH,2,Nothing,1.049
8707,74553251,06-0191,74819236,Male,Cwh43,P56,coronal,ISH,2,Nothing,1.049
8713,77466872,321-0242,78545305,Male,Grin2b,P56,coronal,ISH,2,Nothing,1.049
8715,70220597,05-2202,70928294,Male,Mad1l1,P56,coronal,ISH,2,Nothing,1.049
8726,702838,2402,2525,Male,Relb,P56,coronal,ISH,2,Nothing,1.63
8727,71019484,05-2788,71717640,Male,Calb1,P56,coronal,ISH,2,Nothing,1.049
8738,77551292,321-0187,77790693,Female,Nos1,P56,coronal,ISH,2,Nothing,1.049
8742,71101496,05-2866,71924249,Male,Utp14b,P56,coronal,ISH,2,Nothing,1.049
8748,71203592,05-2941,72080065,Male,Gng12,P56,coronal,ISH,2,Nothing,1.049
8754,71203513,05-2940,72079987,Male,Tbc1d9,P56,coronal,ISH,2,Nothing,1.049
8757,710944,310-1473,112651200,Male,S1pr5,P56,coronal,ISH,2,Nothing,0.9982
8814,702838,2402,2529,Male,Rgs14,P56,coronal,ISH,2,Nothing,1.63
8816,74580301,06-0216,74819554,Male,Kcna6,P56,coronal,ISH,2,Nothing,1.049
8818,74481163,06-0170,74749895,Male,Rapgef4,P56,coronal,ISH,2,Nothing,1.049
8853,77466876,321-0243,78557703,Male,Cacna2d1,P56,coronal,ISH,2,Nothing,1.049
8859,74625610,06-0223,74819694,Male,Fxyd5,P56,coronal,ISH,2,Nothing,1.049
8877,77294080,07-0037,77414919,Male,3830406C13Rik,P56,coronal,ISH,2,Nothing,1.049
8880,73651943,05-3719,74581448,Male,Plekhh2,P56,coronal,ISH,2,Nothing,1.049
8885,71298798,05-3017,72338697,Male,Casr,P56,coronal,ISH,2,Nothing,1.049
8891,83967,04-0236,356082,Male,Cct2,P56,coronal,ISH,2,Nothing,1.049
8900,71019416,05-2778,71717583,Male,Dyrk1b,P56,coronal,ISH,2,Nothing,1.049
8902,75037027,06-0403,75147760,Male,Nrn1,P56,coronal,ISH,2,Nothing,1.049
8903,75819045,06-0707,76135823,Male,Matk,P56,coronal,ISH,2,Nothing,1.049
8949,71339010,05-3056,72472752,Male,Fam19a4,P56,coronal,ISH,2,Nothing,1.049
8956,75448844,06-0606,75988622,Male,Dgkb,P56,coronal,ISH,2,Nothing,1.049
8957,77799990,321-0497,78557709,Male,Cacna2d1,P56,coronal,ISH,2,Nothing,1.049
8959,70404855,05-2354,71064032,Male,Bok,P56,coronal,ISH,2,Nothing,1.049
8978,78093676,321-0723,78557721,Male,Grin2b,P56,coronal,ISH,2,Nothing,1.049
8986,71299295,05-3026,72340122,Male,Spock1,P56,coronal,ISH,2,Nothing,1.049
8998,74899350,06-0346,75144616,Male,LOC544975,P56,coronal,ISH,2,Nothing,1.049
9003,71250756,05-2976,72119628,Male,Adra1d,P56,coronal,ISH,2,Nothing,1.049
9005,702572,2036,198,Male,Cbx5,P56,coronal,ISH,2,Nothing,1.63
9013,702689,2218,1079,Male,Ttc3,P56,coronal,ISH,2,Nothing,1.63
9014,702786,2338,1569,Male,Rgs4,P56,coronal,ISH,2,Nothing,1.63
9015,702787,2339,2460,Male,Pafah1b1,P56,coronal,ISH,2,Nothing,1.63
9016,83801,04-0195,293665,Male,Fndc4,P56,coronal,ISH,2,Nothing,1.049
9022,70073524,05-2081,70743880,Male,Adck4,P56,coronal,ISH,2,Nothing,1.049
9024,71061912,05-2818,71836839,Male,Rnf144b,P56,coronal,ISH,2,Nothing,1.049
9025,71061967,05-2828,71836879,Male,Prss12,P56,coronal,ISH,2,Nothing,1.049
9026,77385471,321-0040,77852499,Female,Eif2s3x,P56,coronal,ISH,2,Nothing,1.049
9027,79355491,335-1125,79556722,Male,Aqp4,P56,coronal,ISH,2,Nothing,1.049
9070,702792,2344,2421,Male,Ndufs1,P56,coronal,ISH,2,Nothing,1.63
9086,702777,2328,2503,Male,Psmd4,P56,coronal,ISH,2,Nothing,1.63
9089,702527,1950,1416,Male,Sh3bgr,P56,coronal,ISH,2,Nothing,1.63
9090,702804,2358,1164,Male,C130060K24Rik,P56,coronal,ISH,2,Nothing,1.63
9107,83971,04-0237,356092,Male,Nsf,P56,coronal,ISH,2,Nothing,1.049
9109,72147861,05-3404,74047842,Male,Vps39,P56,coronal,ISH,2,Nothing,1.049
9129,74071281,06-0065,74658160,Male,Gpr162,P56,coronal,ISH,2,Nothing,1.049
9132,71339158,05-3061,72472773,Male,Nrep,P56,coronal,ISH,2,Nothing,1.049
9148,77551292,321-0187,77792765,Female,Htr2c,P56,coronal,ISH,2,Nothing,1.049
9149,71887410,05-3259,73817427,Male,3110035E14Rik,P56,coronal,ISH,2,Nothing,1.049
9155,33700,04-0023,45841,Male,Arxes1,P56,coronal,ISH,2,Nothing,1.049
9160,70220597,05-2202,70928292,Male,Pea15a,P56,coronal,ISH,2,Nothing,1.049
9162,702480,1895,2293,Male,Hip1,P56,coronal,ISH,2,Nothing,1.63
9176,74834189,06-0317,75042256,Male,Lrrc16a,P56,coronal,ISH,2,Nothing,1.049
9180,71993651,05-3333,73931421,Male,Frmpd4,P56,coronal,ISH,2,Nothing,1.049
9206,71299303,05-3030,72340194,Male,Miat,P56,coronal,ISH,2,Nothing,1.049
9208,70013740,05-2027,70616018,Male,Cttn,P56,coronal,ISH,2,Nothing,1.049
9211,702788,2340,1209,Male,Gng3,P56,coronal,ISH,2,Nothing,1.63
9253,74510837,06-0181,74750264,Male,Syt13,P56,coronal,ISH,2,Nothing,1.049
9263,79355479,335-1122,79556672,Male,Calb1,P56,coronal,ISH,2,Nothing,1.049
9265,710947,310-1479,112646675,Male,Oprd1,P56,coronal,ISH,2,Nothing,0.9887
9295,710944,310-1473,112648182,Male,Nkain4,P56,coronal,ISH,2,Nothing,0.9982
9312,83882,04-0215,323593,Male,Sdccag8,P56,coronal,ISH,2,Nothing,1.049
9320,77415329,321-0163,77792763,Male,Htr2c,P56,coronal,ISH,2,Nothing,1.049
9338,77458260,321-0048,77764125,Female,Avpr1a,P56,coronal,ISH,2,Nothing,1.049
9350,71061993,05-2825,71836874,Male,Nmb,P56,coronal,ISH,2,Nothing,1.049
9360,71903128,05-3293,73907501,Male,Scn5a,P56,coronal,ISH,2,Nothing,1.049
9363,70822215,05-2622,71670684,Male,Cdk14,P56,coronal,ISH,2,Nothing,1.049
9376,69585059,05-1569,70431432,Male,Inhba,P56,coronal,ISH,2,Nothing,1.049
9403,77385535,321-0084,78592042,Male,Nnat,P56,coronal,ISH,2,Nothing,1.049
9411,77529379,07-0120,77869778,Male,Ap1b1,P56,coronal,ISH,2,Nothing,1.049
9435,77407863,321-0133,78523264,Male,Wfs1,P56,coronal,ISH,2,Nothing,1.049
9468,73521874,05-3595,74363334,Male,Shisa9,P56,coronal,ISH,2,Nothing,1.049
9476,73425200,05-3523,74357568,Male,Kcnj4,P56,coronal,ISH,2,Nothing,1.049
9497,77415333,321-0164,79707516,Male,Cacna2d1,P56,coronal,ISH,2,Nothing,1.049
9502,702493,1909,113,Male,Arhgap5,P56,coronal,ISH,2,Nothing,1.63
9506,702625,2110,565,Male,Hlf,P56,coronal,ISH,2,Nothing,1.63
9507,702502,1921,692,Male,Negr1,P56,coronal,ISH,2,Nothing,1.63
9508,702590,2055,1051,Male,Tsc22d1,P56,coronal,ISH,2,Nothing,1.63
9509,702557,2006,1130,Male,Ywhaq,P56,coronal,ISH,2,Nothing,1.63
9510,702811,2367,1633,Male,Sh2b3,P56,coronal,ISH,2,Nothing,1.63
9511,702822,2385,1635,Male,Letmd1,P56,coronal,ISH,2,Nothing,1.63
9512,702839,2403,1776,Male,Mtss1,P56,coronal,ISH,2,Nothing,1.63
9513,702836,2400,1868,Male,Tbl2,P56,coronal,ISH,2,Nothing,1.63
9514,702804,2358,1952,Male,Ergic1,P56,coronal,ISH,2,Nothing,1.63
9516,702869,2434,2177,Male,Efemp2,P56,coronal,ISH,2,Nothing,1.63
9517,702869,2434,2605,Male,Slc35a1,P56,coronal,ISH,2,Nothing,1.63
9520,71325202,05-3050,72472747,Male,Ankrd34c,P56,coronal,ISH,2,Nothing,1.049
9521,74833315,06-0298,74988744,Male,Brk1,P56,coronal,ISH,2,Nothing,1.049
9522,75064045,06-0441,75651160,Male,Ccdc3,P56,coronal,ISH,2,Nothing,1.049
9523,79355499,335-1127,79556704,Male,Plp1,P56,coronal,ISH,2,Nothing,1.049
9524,79355645,335-1140,79591699,Male,Tyr,P56,coronal,ISH,2,Nothing,1.049
9586,73633995,05-3716,74581421,Male,Allc,P56,coronal,ISH,2,Nothing,1.049
9592,74784504,06-0290,74988551,Male,Mfap1a,P56,coronal,ISH,2,Nothing,1.049
9597,72462,04-0136,227539,Male,Mlx,P56,coronal,ISH,2,Nothing,1.049
9599,702802,2355,1934,Male,Wbscr17,P56,coronal,ISH,2,Nothing,1.63
9621,74703362,06-0262,74882657,Male,Mfn2,P56,coronal,ISH,2,Nothing,1.049
9631,75335336,06-0560,75934527,Male,Pcdh1,P56,coronal,ISH,2,Nothing,1.049
9636,75064058,06-0443,75651213,Male,Chrna6,P56,coronal,ISH,2,Nothing,1.049
9645,77281698,07-0027,77413688,Male,Vldlr,P56,coronal,ISH,2,Nothing,1.049
9646,79338773,335-1120,79556638,Male,Pus7,P56,coronal,ISH,2,Nothing,1.049
9647,78084750,321-0726,78633515,Male,Ndnf,P56,coronal,ISH,2,Nothing,1.049
9650,39552,04-0028,61002,Male,Limk2,P56,coronal,ISH,2,Nothing,1.049
9656,73633913,05-3705,74581368,Male,Gmpr,P56,coronal,ISH,2,Nothing,1.049
9700,71250828,05-2993,72283794,Male,Lhcgr,P56,coronal,ISH,2,Nothing,1.049
9718,71298843,05-3029,72340134,Male,Rreb1,P56,coronal,ISH,2,Nothing,1.049
9720,73633970,05-3710,74581382,Male,Znrf1,P56,coronal,ISH,2,Nothing,1.049
9725,702585,2050,1029,Male,Syt5,P56,coronal,ISH,2,Nothing,1.63
9768,77294072,07-0035,77414600,Male,Tmem14a,P56,coronal,ISH,2,Nothing,1.049
9772,74071361,06-0064,74658091,Male,Gldc,P56,coronal,ISH,2,Nothing,1.049
9791,71250776,05-2986,72129245,Male,Gstk1,P56,coronal,ISH,2,Nothing,1.049
9800,702517,1940,1440,Male,Vil1,P56,coronal,ISH,2,Nothing,1.63
9805,70897038,05-2658,71670714,Male,Xlr4c,P56,coronal,ISH,2,Nothing,1.049
9831,702777,2328,1611,Male,Gba,P56,coronal,ISH,2,Nothing,1.63
9832,70430200,05-2391,71358555,Male,Rxfp3,P56,coronal,ISH,2,Nothing,1.049
9844,79374560,335-1141,79591729,Male,Ctnnb1,P56,coronal,ISH,2,Nothing,1.049
9849,73652038,05-3730,74641209,Male,TC1541413,P56,coronal,ISH,2,Nothing,1.049
9866,74495221,06-0180,74750043,Male,Zkscan16,P56,coronal,ISH,2,Nothing,1.049
9867,69965074,05-1962,70562126,Male,Trpc6,P56,coronal,ISH,2,Nothing,1.049
9885,71203618,05-2945,72080187,Male,Chst8,P56,coronal,ISH,2,Nothing,1.049
9893,71414883,05-3113,73521818,Male,Ptrf,P56,coronal,ISH,2,Nothing,1.049
9894,70911361,05-2687,71670738,Male,Pcdh20,P56,coronal,ISH,2,Nothing,1.049
9903,70999096,05-2761,71717155,Male,Olfm2,P56,coronal,ISH,2,Nothing,1.049
9907,77466888,321-0246,78632766,Male,Calb1,P56,coronal,ISH,2,Nothing,1.049
9928,702502,1921,876,Male,Os9,P56,coronal,ISH,2,Nothing,1.63
9932,71203618,05-2945,72080155,Male,Sdc2,P56,coronal,ISH,2,Nothing,1.049
9933,71478369,05-3192,73718057,Male,Scg3,P56,coronal,ISH,2,Nothing,1.049
9943,72010490,05-3376,73994713,Male,Inpp5a,P56,coronal,ISH,2,Nothing,1.049
9944,101239,04-0284,544516,Male,Slc25a25,P56,coronal,ISH,2,Nothing,1.049
9950,74833315,06-0298,74988743,Male,Plk5,P56,coronal,ISH,2,Nothing,1.049
9957,77232699,07-0007,77280434,Male,9630013P03Rik*,P56,coronal,ISH,2,Nothing,1.049
9962,75448928,06-0607,75988633,Male,Tagln3,P56,coronal,ISH,2,Nothing,1.049
9965,71227906,05-2962,72081545,Male,Ticam1,P56,coronal,ISH,2,Nothing,1.049
9975,73634007,05-3717,74581425,Male,LOC277860,P56,coronal,ISH,2,Nothing,1.049
9984,78084746,321-0725,78590694,Male,Cap1,P56,coronal,ISH,2,Nothing,1.049
9997,71299295,05-3026,72340123,Male,Elavl2,P56,coronal,ISH,2,Nothing,1.049
10007,77407903,321-0140,79748544,Male,Wfs1,P56,coronal,ISH,2,Nothing,1.049
10008,702538,1972,322,Male,Ubxn11,P56,coronal,ISH,2,Nothing,1.63
10012,702689,2218,713,Male,Rrp1,P56,coronal,ISH,2,Nothing,1.63
10013,702463,1850,772,Male,Pcp4,P56,coronal,ISH,2,Nothing,1.63
10014,702527,1950,1379,Male,Msto1,P56,coronal,ISH,2,Nothing,1.63
10015,702665,2184,2425,Male,Nfkbie,P56,coronal,ISH,2,Nothing,1.63
10022,71035697,05-2800,71836805,Male,Tmx2,P56,coronal,ISH,2,Nothing,1.049
10023,72147849,05-3400,74047773,Male,Nptx2,P56,coronal,ISH,2,Nothing,1.049
10025,79355495,335-1126,79567753,Male,Mtmr7,P56,coronal,ISH,2,Nothing,1.049
10093,74741232,06-0283,74988362,Male,Ndufaf2,P56,coronal,ISH,2,Nothing,1.049
10097,71101496,05-2866,71924279,Male,Fam167a,P56,coronal,ISH,2,Nothing,1.049
10110,78087613,321-0714,78592036,Male,Nnat,P56,coronal,ISH,2,Nothing,1.049
10111,77407903,321-0140,79748220,Male,Rorb,P56,coronal,ISH,2,Nothing,1.049
10113,77440616,321-0055,77764110,Female,Avpr1a,P56,coronal,ISH,2,Nothing,1.049
10122,702780,2331,2629,Male,Srp54a,P56,coronal,ISH,2,Nothing,1.63
10130,71227926,05-2972,72119580,Male,Kcnj9,P56,coronal,ISH,2,Nothing,1.049
10132,71456188,05-3164,73636034,Male,Hrh3,P56,coronal,ISH,2,Nothing,1.049
10136,74833327,06-0301,74988754,Male,LOC380889,P56,coronal,ISH,2,Nothing,1.049
10142,72172807,05-3435,74047914,Male,Csrnp2,P56,coronal,ISH,2,Nothing,1.049
10146,75195266,06-0492,75774676,Male,Gdap1l1,P56,coronal,ISH,2,Nothing,1.049
10154,75819053,06-0702,76115744,Male,Slc9a6,P56,coronal,ISH,2,Nothing,1.049
10167,702850,2414,2603,Male,Slc31a1,P56,coronal,ISH,2,Nothing,1.63
10170,74373685,06-0133,74724531,Male,Gpr173,P56,coronal,ISH,2,Nothing,1.049
10177,72147817,05-3403,74047778,Male,Dnal4,P56,coronal,ISH,2,Nothing,1.049
10187,73652012,05-3726,74586666,Male,Nkd1,P56,coronal,ISH,2,Nothing,1.049
10198,74899330,06-0342,75080619,Male,Exph5,P56,coronal,ISH,2,Nothing,1.049
10201,77294040,07-0031,77414585,Male,Mmgt1,P56,coronal,ISH,2,Nothing,1.049
10205,74833323,06-0300,74988747,Male,Vegfa,P56,coronal,ISH,2,Nothing,1.049
10223,71903209,05-3296,73925714,Male,Zmym2,P56,coronal,ISH,2,Nothing,1.049
10233,70429617,05-2369,71064290,Male,Il16,P56,coronal,ISH,2,Nothing,1.049
10245,75078679,06-0459,75749418,Male,Grik3,P56,coronal,ISH,2,Nothing,1.049
10282,702819,2382,1918,Male,Scnn1g,P56,coronal,ISH,2,Nothing,1.63
10317,77529362,07-0118,77869074,Male,Cck,P56,coronal,ISH,2,Nothing,1.049
10330,77238067,07-0018,77340494,Male,Adrb1,P56,coronal,ISH,2,Nothing,1.049
10374,77294080,07-0037,77414921,Male,Asb8,P56,coronal,ISH,2,Nothing,1.049
10375,72135259,05-3394,74047758,Male,C4b,P56,coronal,ISH,2,Nothing,1.049
10376,79398743,335-1188,79912556,Male,Chrm3,P56,coronal,ISH,2,Nothing,1.049
10383,69977302,05-1982,70613989,Male,Etv5,P56,coronal,ISH,2,Nothing,1.049
10385,305626533,310-152933,308056322,Male,Efna1,P56,coronal,ISH,2,Nothing,0.9887
10386,75343464,06-0585,75988537,Male,9430020K01Rik,P56,coronal,ISH,2,Nothing,1.049
10393,710944,310-1473,112650769,Male,Pla2g16,P56,coronal,ISH,2,Nothing,0.9982
10396,78093663,321-0722,78544961,Male,Cacna2d1,P56,coronal,ISH,2,Nothing,1.049
10402,702514,1936,2137,Male,Clip2,P56,coronal,ISH,2,Nothing,1.63
10418,73806603,06-0005,74641320,Male,Ctnnd1,P56,coronal,ISH,2,Nothing,1.049
10425,70073507,05-2076,70743872,Male,Gstm4,P56,coronal,ISH,2,Nothing,1.049
10468,75037014,06-0401,75147765,Male,Kcnc2,P56,coronal,ISH,2,Nothing,1.049
10469,75180161,06-0479,75749783,Male,Parm1,P56,coronal,ISH,2,Nothing,1.049
10470,77378352,311-0662,78102393,Male,Ccrn4l,P56,coronal,ISH,2,SD-C,1.049
10474,72010425,05-3365,73992920,Male,Opcml,P56,coronal,ISH,2,Nothing,1.049
10493,72135259,05-3394,74047748,Male,Astn2,P56,coronal,ISH,2,Nothing,1.049
10502,702513,1935,64,Male,Actr10,P56,coronal,ISH,2,Nothing,1.63
10509,702683,2212,424,Male,Fgf12,P56,coronal,ISH,2,Nothing,1.63
10510,702625,2110,512,Male,Gnb2,P56,coronal,ISH,2,Nothing,1.63
10511,702683,2212,577,Male,Prmt2,P56,coronal,ISH,2,Nothing,1.63
10512,702780,2331,1243,Male,Nr1d1,P56,coronal,ISH,2,Nothing,1.63
10513,702666,2185,1321,Male,4932438H23Rik,P56,coronal,ISH,2,Nothing,1.63
10514,702808,2363,1462,Male,Il1rap,P56,coronal,ISH,2,Nothing,1.63
10515,702840,2404,1802,Male,Pcbd1,P56,coronal,ISH,2,Nothing,1.63
10516,693416,04-0809,67881552,Male,Smpd1,P56,coronal,ISH,2,Nothing,1.049
10518,77281686,07-0024,77371835,Male,Vip,P56,coronal,ISH,2,Nothing,1.049
10519,77385539,321-0085,78590037,Male,Cap1,P56,coronal,ISH,2,Nothing,1.049
10559,74834097,06-0308,75041453,Male,Insig1,P56,coronal,ISH,2,Nothing,1.049
10561,72008759,05-3346,73931632,Male,Zfp804b,P56,coronal,ISH,2,Nothing,1.049
10586,71325202,05-3050,72472750,Male,Fam78b,P56,coronal,ISH,2,Nothing,1.049
10592,72962236,05-3487,74272035,Male,Lipm,P56,coronal,ISH,2,Nothing,1.049
10597,77431363,321-0041,77790695,Female,Nos1,P56,coronal,ISH,2,Nothing,1.049
10600,74071348,06-0062,74658085,Male,Msn,P56,coronal,ISH,2,Nothing,1.049
10611,74878309,06-0328,75079745,Male,Ctla4,P56,coronal,ISH,2,Nothing,1.049
10621,702776,2327,2147,Male,Dip2a,P56,coronal,ISH,2,Nothing,1.63
10638,74785070,06-0297,74988737,Male,Tcea2,P56,coronal,ISH,2,Nothing,1.049
10676,74784869,06-0294,74988637,Male,Selplg,P56,coronal,ISH,2,Nothing,1.049
10690,702537,1971,2743,Male,Zfp358,P56,coronal,ISH,2,Nothing,1.63
10691,77294040,07-0031,77414565,Male,Cyhr1,P56,coronal,ISH,2,Nothing,1.049
10699,74703411,06-0267,74882950,Male,Tm4sf1,P56,coronal,ISH,2,Nothing,1.049
10730,71282217,05-3008,72283804,Male,Cbln4,P56,coronal,ISH,2,Nothing,1.049
10733,80007249,321-1593,80388767,Male,Ndnf,P56,coronal,ISH,2,Nothing,1.049
10739,73540626,05-3602,74363347,Male,Filip1l,P56,coronal,ISH,2,Nothing,1.049
10740,73568143,05-3622,74425544,Male,Slc43a2,P56,coronal,ISH,2,Nothing,1.049
10745,74834097,06-0308,75041443,Male,Il10ra,P56,coronal,ISH,2,Nothing,1.049
10748,72135214,05-3390,74047712,Male,Gpc5,P56,coronal,ISH,2,Nothing,1.049
10771,77281706,07-0029,77414110,Male,Ak1,P56,coronal,ISH,2,Nothing,1.049
10786,77232707,07-0009,77280580,Male,Cldn11,P56,coronal,ISH,2,Nothing,1.049
10790,702827,2390,1964,Male,Fam136a,P56,coronal,ISH,2,Nothing,1.63
10792,73620045,05-3685,74511936,Male,Dmp1,P56,coronal,ISH,2,Nothing,1.049
10819,73540579,05-3609,74425522,Male,Sln,P56,coronal,ISH,2,Nothing,1.049
10844,73651972,05-3729,74641162,Male,Osbpl8,P56,coronal,ISH,2,Nothing,1.049
10860,69573394,05-1527,70301278,Male,Clca3a2,P56,coronal,ISH,2,Nothing,1.049
10873,71525691,05-3204,73769325,Male,Btbd11,P56,coronal,ISH,2,Nothing,1.049
10877,79355475,335-1121,79556660,Male,Wnt5a,P56,coronal,ISH,2,Nothing,1.049
10881,69534612,05-1480,70301084,Male,Rapgef5,P56,coronal,ISH,2,Nothing,1.049
10886,70929707,05-2701,71670739,Male,Midn,P56,coronal,ISH,2,Nothing,1.049
10888,80007253,321-1594,80409887,Male,Inpp4b,P56,coronal,ISH,2,Nothing,1.049
10906,702617,2098,2325,Male,Irx1,P56,coronal,ISH,2,Nothing,1.63
10912,70971100,05-2728,71717125,Male,Zbtb16,P56,coronal,ISH,2,Nothing,1.049
10971,71083103,05-2834,71836883,Male,Tm6sf1,P56,coronal,ISH,2,Nothing,1.049
10987,75180145,06-0477,75749741,Male,Clcn5,P56,coronal,ISH,2,Nothing,1.049
10991,77415329,321-0163,77852481,Male,Eif2s3x,P56,coronal,ISH,2,Nothing,1.049
10997,70101632,05-2120,70805906,Male,Rtn4,P56,coronal,ISH,2,Nothing,1.049
10999,75064102,06-0430,75551463,Male,P2rx6,P56,coronal,ISH,2,Nothing,1.049
11000,74878321,06-0334,75084156,Male,Slc35f3,P56,coronal,ISH,2,Nothing,1.049
11003,702618,2099,170,Male,Rbbp6,P56,coronal,ISH,2,Nothing,1.63
11008,702674,2196,571,Male,Hnrnpdl,P56,coronal,ISH,2,Nothing,1.63
11009,702485,1901,937,Male,Sema3a,P56,coronal,ISH,2,Nothing,1.63
11011,702562,2014,2157,Male,Donson,P56,coronal,ISH,2,Nothing,1.63
11012,702591,2056,2379,Male,Lhx8,P56,coronal,ISH,2,Nothing,1.63
11013,702514,1936,2411,Male,Mtpn,P56,coronal,ISH,2,Nothing,1.63
11014,702850,2414,2466,Male,Pax9,P56,coronal,ISH,2,Nothing,1.63
11015,45697,04-0037,61413,Male,Gnb1,P56,coronal,ISH,2,Nothing,1.049
11018,83963,04-0235,355892,Male,Dag1,P56,coronal,ISH,2,Nothing,1.049
11019,642422,04-0776,67850950,Male,Tbp,P56,coronal,ISH,2,Nothing,1.049
11022,702821,2384,1613,Male,Gcgr,P56,coronal,ISH,2,Nothing,1.63
11023,71120791,05-2882,71924480,Male,Mrap2,P56,coronal,ISH,2,Nothing,1.049
11024,71227922,05-2970,72109633,Male,Chst2,P56,coronal,ISH,2,Nothing,1.049
11025,71282164,05-3002,72283798,Male,Pirt,P56,coronal,ISH,2,Nothing,1.049
11026,71525732,05-3208,73771239,Male,Dusp10,P56,coronal,ISH,2,Nothing,1.049
11027,71935568,05-3299,73929607,Male,Slc35d3,P56,coronal,ISH,2,Nothing,1.049
11028,74625635,06-0222,74819687,Male,Nubp1,P56,coronal,ISH,2,Nothing,1.049
11029,74703383,06-0253,74881878,Male,Pkd2l1,P56,coronal,ISH,2,Nothing,1.049
11030,74833955,06-0307,75041442,Male,Hspa1l,P56,coronal,ISH,2,Nothing,1.049
11031,79355511,335-1130,79587715,Male,Calca,P56,coronal,ISH,2,Nothing,1.049
11032,78084783,321-0728,79746116,Male,Etv1,P56,coronal,ISH,2,Nothing,1.049
11092,74784504,06-0290,74988539,Male,Eif1ax,P56,coronal,ISH,2,Nothing,1.049
11097,71250816,05-2987,72129249,Male,Ccdc109b,P56,coronal,ISH,2,Nothing,1.049
11103,702665,2184,326,Male,Dbh,P56,coronal,ISH,2,Nothing,1.63
11110,74625635,06-0222,74819689,Male,Tubb2a,P56,coronal,ISH,2,Nothing,1.049
11130,71903124,05-3291,73818757,Male,Gmppa,P56,coronal,ISH,2,Nothing,1.049
